tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
5436,-1604,1468,11876,CD,0,D2_pwm200_grab1
5442,5584,3976,10400,CD,0,D2_pwm200_grab1
5446,2348,-640,9412,CD,0,D2_pwm200_grab1
5451,1360,-1512,9020,CD,0,D2_pwm200_grab1
5457,5296,-932,14868,CD,0,D2_pwm200_grab1
5462,3552,1768,14484,CD,0,D2_pwm200_grab1
5467,-2644,-280,10468,CD,0,D2_pwm200_grab1
5472,-768,1740,12032,CD,0,D2_pwm200_grab1
5478,8360,5088,10608,CD,0,D2_pwm200_grab1
5482,3548,280,7336,CD,0,D2_pwm200_grab1
5488,348,-3364,4788,CD,0,D2_pwm200_grab1
5492,5932,-896,14420,CD,0,D2_pwm200_grab1
5498,5256,1188,15512,CD,0,D2_pwm200_grab1
5502,-2036,-676,8664,CD,0,D2_pwm200_grab1
5508,2576,-424,9504,CD,0,D2_pwm200_grab1
5512,8692,2264,12484,CD,0,D2_pwm200_grab1
5517,-2224,5652,12140,CD,0,D2_pwm200_grab1
5522,-4284,-1416,11860,CD,0,D2_pwm200_grab1
5527,8024,284,10476,CD,0,D2_pwm200_grab1
5532,1764,1852,7876,CD,0,D2_pwm200_grab1
5538,-1232,-460,8800,CD,0,D2_pwm200_grab1
5543,972,-1228,7436,CD,0,D2_pwm200_grab1
